direction,pulse_us,angle_deg,valid
U,1804,116.631,1
U,1805,116.807,1
U,1806,116.807,1
U,1807,116.719,1
U,1808,116.807,1
U,1809,116.982,1
U,1810,117.158,1
U,1811,117.246,1
U,1812,117.246,1
U,1813,117.246,1
U,1814,117.334,1
U,1815,117.334,1
U,1816,117.246,1
U,1817,117.246,1
U,1818,117.598,1
U,1819,118.213,1
U,1820,118.389,1
U,1821,118.389,1
U,1822,118.389,1
U,1823,118.389,1
U,1824,118.389,1
U,1825,118.389,1
U,1826,118.389,1
U,1827,118.389,1
U,1828,118.389,1
U,1829,118.389,1
U,1830,118.389,1
U,1831,118.389,1
U,1832,118.389,1
U,1833,118.652,1
U,1834,119.092,1
U,1835,119.355,1
U,1836,119.443,1
U,1837,119.531,1
U,1838,119.531,1
U,1839,119.443,1
U,1840,119.531,1
U,1841,119.531,1
U,1842,119.707,1
U,1843,119.883,1
U,1844,119.971,1
U,1845,119.971,1
U,1846,120.059,1
U,1847,120.410,1
U,1848,120.586,1
U,1849,120.674,1
U,1850,120.586,1
U,1851,120.586,1
U,1852,120.586,1
U,1853,120.586,1
U,1854,120.586,1
U,1855,120.674,1
U,1856,120.938,1
U,1857,121.113,1
U,1858,121.201,1
U,1859,121.289,1
U,1860,121.377,1
U,1861,121.641,1
U,1862,121.816,1
U,1863,121.729,1
U,1864,121.729,1
U,1865,121.729,1
U,1866,121.816,1
U,1867,121.992,1
U,1868,122.256,1
U,1869,122.256,1
U,1870,122.256,1
U,1871,122.168,1
U,1872,122.168,1
U,1873,122.168,1
U,1874,122.344,1
U,1875,122.607,1
U,1876,122.695,1
U,1877,122.695,1
U,1878,122.783,1
U,1879,122.959,1
U,1880,123.135,1
U,1881,123.311,1
U,1882,123.574,1
U,1883,123.750,1
U,1884,123.750,1
U,1885,123.662,1
U,1886,123.662,1
U,1887,123.662,1
U,1888,123.662,1
U,1889,123.662,1
U,1890,123.750,1
U,1891,124.102,1
U,1892,124.365,1
U,1893,124.365,1
U,1894,124.365,1
U,1895,124.365,1
U,1896,124.541,1
U,1897,124.717,1
U,1898,124.805,1
U,1899,124.805,1
U,1900,124.805,1
U,1901,124.980,1
U,1902,125.244,1
U,1903,125.420,1
U,1904,125.420,1
U,1905,125.332,1
U,1906,125.332,1
U,1907,125.332,1
U,1908,125.332,1
U,1909,125.596,1
U,1910,125.947,1
U,1911,126.035,1
U,1912,126.035,1
U,1913,126.035,1
U,1914,126.035,1
U,1915,126.299,1
U,1916,126.475,1
U,1917,126.475,1
U,1918,126.650,1
U,1919,126.738,1
U,1920,126.738,1
U,1921,126.650,1
U,1922,126.738,1
U,1923,126.914,1
U,1924,127.090,1
U,1925,127.178,1
U,1926,127.178,1
U,1927,127.266,1
U,1928,127.441,1
U,1929,127.441,1
U,1930,127.441,1
U,1931,127.705,1
U,1932,127.881,1
U,1933,127.881,1
U,1934,127.881,1
U,1935,128.145,1
U,1936,128.320,1
U,1937,128.320,1
U,1938,128.496,1
U,1939,128.584,1
U,1940,128.496,1
U,1941,128.496,1
U,1942,128.496,1
U,1943,128.672,1
U,1944,128.848,1
U,1945,128.936,1
U,1946,128.936,1
U,1947,129.023,1
U,1948,129.199,1
U,1949,129.287,1
U,1950,129.287,1
U,1951,129.375,1
U,1952,129.551,1
U,1953,129.727,1
U,1954,129.814,1
U,1955,129.990,1
U,1956,130.254,1
U,1957,130.342,1
U,1958,130.254,1
U,1959,130.254,1
U,1960,130.342,1
U,1961,130.254,1
U,1962,130.254,1
U,1963,130.605,1
U,1964,130.869,1
U,1965,130.957,1
U,1966,131.045,1
U,1967,131.221,1
U,1968,131.133,1
U,1969,131.133,1
U,1970,131.133,1
U,1971,131.309,1
U,1972,131.396,1
U,1973,131.396,1
U,1974,131.396,1
U,1975,131.572,1
U,1976,131.660,1
U,1977,131.748,1
U,1978,131.748,1
U,1979,131.748,1
U,1980,131.924,1
U,1981,132.187,1
U,1982,132.363,1
U,1983,132.275,1
U,1984,132.363,1
U,1985,132.627,1
U,1986,132.803,1
U,1987,132.715,1
U,1988,132.891,1
U,1989,133.154,1
U,1990,133.330,1
U,1991,133.330,1
U,1992,133.418,1
U,1993,133.506,1
U,1994,133.506,1
U,1995,133.418,1
U,1996,133.418,1
U,1997,133.506,1
U,1998,133.770,1
U,1999,134.121,1
U,2000,134.297,1
U,2001,134.385,1
U,2002,134.385,1
U,2003,134.385,1
U,2004,134.385,1
U,2005,134.561,1
U,2006,134.824,1
U,2007,134.824,1
U,2008,134.824,1
U,2009,135.000,1
U,2010,135.264,1
U,2011,135.439,1
U,2012,135.439,1
U,2013,135.439,1
U,2014,135.439,1
U,2015,135.615,1
U,2016,135.879,1
U,2017,135.967,1
U,2018,136.055,1
U,2019,135.967,1
U,2020,135.967,1
U,2021,135.967,1
U,2022,135.967,1
U,2023,135.967,1
U,2024,136.230,1
U,2025,136.582,1
U,2026,136.670,1
U,2027,136.670,1
U,2028,136.670,1
U,2029,136.846,1
U,2030,137.021,1
U,2031,137.197,1
U,2032,137.109,1
U,2033,137.109,1
U,2034,137.109,1
U,2035,137.373,1
U,2036,137.549,1
U,2037,137.725,1
U,2038,137.900,1
U,2039,137.900,1
U,2040,137.988,1
U,2041,138.164,1
U,2042,138.164,1
U,2043,138.164,1
U,2044,138.164,1
U,2045,138.164,1
U,2046,138.164,1
U,2047,138.164,1
U,2048,138.164,1
U,2049,138.252,1
U,2050,138.516,1
U,2051,138.691,1
U,2052,138.867,1
U,2053,139.131,1
U,2054,139.219,1
U,2055,139.307,1
U,2056,139.307,1
U,2057,139.307,1
U,2058,139.307,1
U,2059,139.307,1
U,2060,139.307,1
U,2061,139.307,1
U,2062,139.482,1
U,2063,139.746,1
U,2064,139.746,1
U,2065,139.746,1
U,2066,140.010,1
U,2067,140.010,1
U,2068,140.010,1
U,2069,139.922,1
U,2070,140.010,1
U,2071,140.273,1
U,2072,140.537,1
U,2073,140.537,1
U,2074,140.625,1
U,2075,140.801,1
U,2076,140.889,1
U,2077,140.889,1
U,2078,140.889,1
U,2079,141.152,1
U,2080,141.416,1
U,2081,141.592,1
U,2082,141.592,1
U,2083,141.592,1
U,2084,141.592,1
U,2085,141.592,1
U,2086,141.592,1
U,2087,141.680,1
U,2088,141.855,1
U,2089,142.031,1
U,2090,142.031,1
U,2091,142.031,1
U,2092,142.031,1
U,2093,142.031,1
U,2094,142.119,1
U,2095,142.295,1
U,2096,142.383,1
U,2097,142.471,1
U,2098,142.646,1
U,2099,142.910,1
U,2100,143.262,1
U,2101,143.350,1
U,2102,143.437,1
U,2103,143.525,1
U,2104,143.613,1
U,2105,143.613,1
U,2106,143.613,1
U,2107,143.789,1
U,2108,143.877,1
U,2109,143.877,1
U,2110,143.877,1
U,2111,143.965,1
U,2112,144.229,1
U,2113,144.316,1
U,2114,144.316,1
U,2115,144.316,1
U,2116,144.580,1
U,2117,144.756,1
U,2118,144.756,1
U,2119,144.756,1
U,2120,144.756,1
U,2121,144.756,1
U,2122,144.756,1
U,2123,144.756,1
U,2124,144.844,1
U,2125,145.107,1
U,2126,145.107,1
U,2127,145.195,1
U,2128,145.283,1
U,2129,145.459,1
U,2130,145.635,1
U,2131,145.635,1
U,2132,145.635,1
U,2133,145.898,1
U,2134,146.074,1
U,2135,146.074,1
U,2136,146.074,1
U,2137,146.162,1
U,2138,146.338,1
U,2139,146.338,1
U,2140,146.338,1
U,2141,146.338,1
U,2142,146.602,1
U,2143,146.777,1
U,2144,146.777,1
U,2145,146.777,1
U,2146,146.689,1
U,2147,146.689,1
U,2148,146.689,1
U,2149,146.689,1
U,2150,146.865,1
U,2151,147.217,1
U,2152,147.305,1
U,2153,147.393,1
U,2154,147.393,1
U,2155,147.568,1
U,2156,147.832,1
U,2157,147.832,1
U,2158,147.920,1
U,2159,148.096,1
U,2160,148.096,1
U,2161,148.096,1
U,2162,148.096,1
U,2163,148.359,1
U,2164,148.623,1
U,2165,148.711,1
U,2166,148.711,1
U,2167,148.711,1
U,2168,148.799,1
U,2169,149.063,1
U,2170,149.326,1
U,2171,149.414,1
U,2172,149.414,1
U,2173,149.414,1
U,2174,149.678,1
U,2175,149.854,1
U,2176,150.029,1
U,2177,150.117,1
U,2178,150.117,1
U,2179,150.117,1
U,2180,150.117,1
U,2181,150.117,1
U,2182,150.205,1
U,2183,150.469,1
U,2184,150.557,1
U,2185,150.557,1
U,2186,150.557,1
U,2187,150.557,1
U,2188,150.557,1
U,2189,150.557,1
U,2190,150.645,1
U,2191,150.908,1
U,2192,151.172,1
U,2193,151.260,1
U,2194,151.436,1
U,2195,151.699,1
U,2196,151.787,1
U,2197,151.787,1
U,2198,151.699,1
U,2199,151.787,1
U,2200,151.787,1
U,2201,151.963,1
U,2202,152.227,1
U,2203,152.314,1
U,2204,152.314,1
U,2205,152.314,1
U,2206,152.314,1
U,2207,152.314,1
U,2208,152.314,1
U,2209,152.314,1
U,2210,152.578,1
U,2211,152.930,1
U,2212,153.105,1
U,2213,153.018,1
U,2214,153.018,1
U,2215,153.105,1
U,2216,153.018,1
U,2217,153.018,1
U,2218,153.018,1
U,2219,153.281,1
U,2220,153.545,1
U,2221,153.633,1
U,2222,153.721,1
U,2223,153.809,1
U,2224,153.896,1
U,2225,153.896,1
U,2226,153.984,1
U,2227,154.336,1
U,2228,154.424,1
U,2229,154.336,1
U,2230,154.336,1
U,2231,154.424,1
U,2232,154.688,1
U,2233,154.863,1
U,2234,154.951,1
U,2235,155.127,1
U,2236,155.391,1
U,2237,155.391,1
U,2238,155.391,1
U,2239,155.391,1
U,2240,155.479,1
U,2241,155.566,1
U,2242,155.654,1
U,2243,155.654,1
U,2244,155.654,1
U,2245,155.742,1
U,2246,155.918,1
U,2247,155.918,1
U,2248,156.094,1
U,2249,156.357,1
U,2250,156.533,1
U,2251,156.533,1
U,2252,156.533,1
U,2253,156.621,1
U,2254,156.885,1
U,2255,157.061,1
U,2256,157.061,1
U,2257,157.236,1
U,2258,157.324,1
U,2259,157.412,1
U,2260,157.676,1
U,2261,157.764,1
U,2262,157.676,1
U,2263,157.676,1
U,2264,157.676,1
U,2265,157.676,1
U,2266,157.852,1
U,2267,158.115,1
U,2268,158.115,1
U,2269,158.115,1
U,2270,158.203,1
U,2271,158.467,1
U,2272,158.643,1
U,2273,158.555,1
U,2274,158.555,1
U,2275,158.643,1
U,2276,158.818,1
U,2277,158.906,1
U,2278,158.818,1
U,2279,158.906,1
U,2280,159.170,1
U,2281,159.434,1
U,2282,159.521,1
U,2283,159.521,1
U,2284,159.521,1
U,2285,159.521,1
U,2286,159.697,1
U,2287,159.961,1
U,2288,160.137,1
U,2289,160.137,1
U,2290,160.137,1
U,2291,160.225,1
U,2292,160.225,1
U,2293,160.225,1
U,2294,160.400,1
U,2295,160.488,1
U,2296,160.576,1
U,2297,160.576,1
U,2298,160.664,1
U,2299,160.752,1
U,2300,161.016,1
U,2301,161.104,1
U,2302,161.191,1
U,2303,161.367,1
U,2304,161.367,1
U,2305,161.367,1
U,2306,161.367,1
U,2307,161.455,1
U,2308,161.807,1
U,2309,162.070,1
U,2310,162.070,1
U,2311,161.982,1
U,2312,162.070,1
U,2313,162.334,1
U,2314,162.510,1
U,2315,162.510,1
U,2316,162.510,1
U,2317,162.510,1
U,2318,162.773,1
U,2319,163.037,1
U,2320,163.125,1
U,2321,163.301,1
U,2322,163.389,1
U,2323,163.564,1
U,2324,163.564,1
U,2325,163.564,1
U,2326,163.564,1
U,2327,163.564,1
U,2328,163.564,1
U,2329,163.564,1
U,2330,163.564,1
U,2331,163.652,1
U,2332,163.916,1
U,2333,164.180,1
U,2334,164.268,1
U,2335,164.531,1
U,2336,164.707,1
U,2337,164.707,1
U,2338,164.707,1
U,2339,164.883,1
U,2340,164.971,1
U,2341,164.971,1
U,2342,164.971,1
U,2343,164.971,1
U,2344,165.059,1
U,2345,165.234,1
U,2346,165.234,1
U,2347,165.146,1
U,2348,165.322,1
U,2349,165.586,1
U,2350,165.674,1
U,2351,165.674,1
U,2352,165.762,1
U,2353,166.025,1
U,2354,166.289,1
U,2355,166.289,1
U,2356,166.289,1
U,2357,166.289,1
U,2358,166.289,1
U,2359,166.289,1
U,2360,166.553,1
U,2361,166.904,1
U,2362,167.080,1
U,2363,167.168,1
U,2364,167.256,1
U,2365,167.432,1
U,2366,167.432,1
U,2367,167.432,1
U,2368,167.607,1
U,2369,167.783,1
U,2370,167.871,1
U,2371,167.871,1
U,2372,167.959,1
U,2373,167.959,1
U,2374,167.871,1
U,2375,167.959,1
U,2376,168.135,1
U,2377,168.223,1
U,2378,168.311,1
U,2379,168.311,1
U,2380,168.486,1
U,2381,168.662,1
U,2382,168.750,1
U,2383,168.838,1
U,2384,168.838,1
U,2385,169.102,1
U,2386,169.102,1
U,2387,169.102,1
U,2388,169.189,1
U,2389,169.453,1
U,2390,169.805,1
U,2391,169.980,1
U,2392,169.980,1
U,2393,169.980,1
U,2394,169.980,1
U,2395,169.980,1
U,2396,170.156,1
U,2397,170.156,1
U,2398,170.156,1
U,2399,170.156,1
U,2400,170.156,1
U,2401,170.332,1
U,2402,170.508,1
U,2403,170.420,1
U,2404,170.420,1
U,2405,170.596,1
U,2406,170.859,1
U,2407,170.947,1
U,2408,171.211,1
U,2409,171.387,1
U,2410,171.475,1
U,2411,171.475,1
U,2412,171.475,1
U,2413,171.475,1
U,2414,171.475,1
U,2415,171.738,1
U,2416,172.002,1
U,2417,172.002,1
U,2418,172.002,1
U,2419,172.002,1
U,2420,172.178,1
U,2421,172.441,1
U,2422,172.441,1
U,2423,172.529,1
U,2424,172.793,1
U,2425,173.057,1
U,2426,173.145,1
U,2427,173.145,1
U,2428,173.145,1
U,2429,173.232,1
U,2430,173.320,1
U,2431,173.320,1
U,2432,173.496,1
U,2433,173.672,1
U,2434,173.760,1
U,2435,173.760,1
U,2436,173.760,1
U,2437,173.848,1
U,2438,174.111,1
U,2439,174.287,1
U,2440,174.199,1
U,2441,174.199,1
U,2442,174.199,1
U,2443,174.199,1
U,2444,174.199,1
U,2445,174.375,1
U,2446,174.814,1
U,2447,174.902,1
U,2448,174.902,1
U,2449,174.902,1
U,2450,174.990,1
U,2451,175.078,1
U,2452,175.078,1
U,2453,175.078,1
U,2454,175.166,1
U,2455,175.166,1
U,2456,175.166,1
U,2457,175.166,1
U,2458,175.254,1
U,2459,175.605,1
U,2460,175.957,1
U,2461,176.133,1
U,2462,176.309,1
U,2463,176.572,1
U,2464,176.660,1
U,2465,176.748,1
U,2466,176.748,1
U,2467,176.836,1
U,2468,176.836,1
U,2469,177.100,1
U,2470,177.363,1
U,2471,177.539,1
U,2472,177.539,1
U,2473,177.539,1
U,2474,177.539,1
U,2475,177.627,1
U,2476,177.891,1
U,2477,177.978,1
U,2478,177.978,1
U,2479,178.066,1
U,2480,178.066,1
U,2481,178.066,1
U,2482,178.066,1
U,2483,178.154,1
U,2484,178.330,1
U,2485,178.418,1
U,2486,178.418,1
U,2487,178.418,1
U,2488,178.418,1
U,2489,178.506,1
U,2490,178.770,1
U,2491,178.945,1
U,2492,179.033,1
U,2493,179.209,1
U,2494,179.209,1
U,2495,179.209,1
U,2496,179.209,1
U,2497,179.385,1
U,2498,179.824,1
U,2499,180.088,1
U,2500,180.264,1
D,2500,180.352,1
D,2499,180.264,1
D,2498,180.264,1
D,2497,180.352,1
D,2496,180.264,1
D,2495,180.264,1
D,2494,180.264,1
D,2493,180.264,1
D,2492,180.264,1
D,2491,180.264,1
D,2490,180.264,1
D,2489,180.264,1
D,2488,180.264,1
D,2487,180.264,1
D,2486,180.176,1
D,2485,180.000,1
D,2484,179.561,1
D,2483,179.385,1
D,2482,179.297,1
D,2481,179.385,1
D,2480,179.385,1
D,2479,179.385,1
D,2478,179.297,1
D,2477,179.033,1
D,2476,178.770,1
D,2475,178.506,1
D,2474,178.418,1
D,2473,178.330,1
D,2472,178.154,1
D,2471,178.066,1
D,2470,178.066,1
D,2469,178.066,1
D,2468,177.891,1
D,2467,177.803,1
D,2466,177.803,1
D,2465,177.803,1
D,2464,177.627,1
D,2463,177.451,1
D,2462,177.275,1
D,2461,177.363,1
D,2460,177.363,1
D,2459,177.187,1
D,2458,177.100,1
D,2457,177.012,1
D,2456,176.924,1
D,2455,176.924,1
D,2454,176.924,1
D,2453,176.924,1
D,2452,176.924,1
D,2451,176.660,1
D,2450,176.309,1
D,2449,176.133,1
D,2448,176.045,1
D,2447,176.045,1
D,2446,176.045,1
D,2445,176.045,1
D,2444,176.045,1
D,2443,176.045,1
D,2442,175.781,1
D,2441,175.605,1
D,2440,175.518,1
D,2439,175.518,1
D,2438,175.342,1
D,2437,175.166,1
D,2436,174.902,1
D,2435,174.727,1
D,2434,174.551,1
D,2433,174.463,1
D,2432,174.463,1
D,2431,174.375,1
D,2430,174.287,1
D,2429,174.199,1
D,2428,174.199,1
D,2427,174.199,1
D,2426,174.199,1
D,2425,174.199,1
D,2424,174.199,1
D,2423,174.199,1
D,2422,174.111,1
D,2421,173.936,1
D,2420,173.672,1
D,2419,173.760,1
D,2418,173.760,1
D,2417,173.496,1
D,2416,173.145,1
D,2415,172.969,1
D,2414,172.969,1
D,2413,172.793,1
D,2412,172.529,1
D,2411,172.441,1
D,2410,172.441,1
D,2409,172.441,1
D,2408,172.441,1
D,2407,172.266,1
D,2406,172.090,1
D,2405,172.002,1
D,2404,172.002,1
D,2403,172.002,1
D,2402,171.914,1
D,2401,171.738,1
D,2400,171.475,1
D,2399,171.475,1
D,2398,171.475,1
D,2397,171.211,1
D,2396,170.947,1
D,2395,170.859,1
D,2394,170.859,1
D,2393,170.771,1
D,2392,170.684,1
D,2391,170.684,1
D,2390,170.684,1
D,2389,170.684,1
D,2388,170.508,1
D,2387,170.332,1
D,2386,170.156,1
D,2385,170.156,1
D,2384,169.980,1
D,2383,169.805,1
D,2382,169.805,1
D,2381,169.805,1
D,2380,169.805,1
D,2379,169.629,1
D,2378,169.453,1
D,2377,169.365,1
D,2376,169.365,1
D,2375,169.365,1
D,2374,169.277,1
D,2373,169.014,1
D,2372,169.014,1
D,2371,169.102,1
D,2370,168.926,1
D,2369,168.750,1
D,2368,168.662,1
D,2367,168.662,1
D,2366,168.574,1
D,2365,168.311,1
D,2364,168.223,1
D,2363,168.223,1
D,2362,168.135,1
D,2361,167.959,1
D,2360,167.871,1
D,2359,167.783,1
D,2358,167.783,1
D,2357,167.607,1
D,2356,167.432,1
D,2355,167.344,1
D,2354,167.344,1
D,2353,167.344,1
D,2352,167.344,1
D,2351,167.344,1
D,2350,167.344,1
D,2349,167.080,1
D,2348,166.992,1
D,2347,166.992,1
D,2346,166.992,1
D,2345,166.816,1
D,2344,166.553,1
D,2343,166.377,1
D,2342,166.289,1
D,2341,166.289,1
D,2340,166.201,1
D,2339,165.938,1
D,2338,165.850,1
D,2337,165.586,1
D,2336,165.410,1
D,2335,165.322,1
D,2334,165.322,1
D,2333,165.322,1
D,2332,165.234,1
D,2331,165.059,1
D,2330,164.883,1
D,2329,164.619,1
D,2328,164.443,1
D,2327,164.443,1
D,2326,164.443,1
D,2325,164.443,1
D,2324,164.355,1
D,2323,164.180,1
D,2322,164.180,1
D,2321,164.180,1
D,2320,164.092,1
D,2319,163.916,1
D,2318,163.916,1
D,2317,164.004,1
D,2316,164.004,1
D,2315,163.828,1
D,2314,163.564,1
D,2313,163.477,1
D,2312,163.477,1
D,2311,163.389,1
D,2310,163.125,1
D,2309,162.861,1
D,2308,162.861,1
D,2307,162.861,1
D,2306,162.861,1
D,2305,162.861,1
D,2304,162.861,1
D,2303,162.773,1
D,2302,162.598,1
D,2301,162.510,1
D,2300,162.510,1
D,2299,162.422,1
D,2298,162.246,1
D,2297,161.982,1
D,2296,161.631,1
D,2295,161.543,1
D,2294,161.455,1
D,2293,161.455,1
D,2292,161.455,1
D,2291,161.455,1
D,2290,161.279,1
D,2289,161.016,1
D,2288,160.840,1
D,2287,160.840,1
D,2286,160.840,1
D,2285,160.664,1
D,2284,160.400,1
D,2283,160.400,1
D,2282,160.400,1
D,2281,160.400,1
D,2280,160.312,1
D,2279,160.137,1
D,2278,160.137,1
D,2277,160.137,1
D,2276,160.049,1
D,2275,159.873,1
D,2274,159.785,1
D,2273,159.609,1
D,2272,159.609,1
D,2271,159.521,1
D,2270,159.521,1
D,2269,159.521,1
D,2268,159.346,1
D,2267,159.082,1
D,2266,159.082,1
D,2265,159.082,1
D,2264,158.994,1
D,2263,158.730,1
D,2262,158.730,1
D,2261,158.730,1
D,2260,158.643,1
D,2259,158.379,1
D,2258,158.203,1
D,2257,158.203,1
D,2256,158.115,1
D,2255,158.027,1
D,2254,157.852,1
D,2253,157.852,1
D,2252,157.939,1
D,2251,157.764,1
D,2250,157.588,1
D,2249,157.500,1
D,2248,157.500,1
D,2247,157.412,1
D,2246,157.236,1
D,2245,157.148,1
D,2244,157.061,1
D,2243,157.061,1
D,2242,156.797,1
D,2241,156.621,1
D,2240,156.533,1
D,2239,156.533,1
D,2238,156.533,1
D,2237,156.445,1
D,2236,156.182,1
D,2235,156.094,1
D,2234,156.094,1
D,2233,156.006,1
D,2232,155.830,1
D,2231,155.742,1
D,2230,155.654,1
D,2229,155.566,1
D,2228,155.566,1
D,2227,155.566,1
D,2226,155.566,1
D,2225,155.391,1
D,2224,155.127,1
D,2223,154.863,1
D,2222,154.863,1
D,2221,154.688,1
D,2220,154.512,1
D,2219,154.512,1
D,2218,154.512,1
D,2217,154.512,1
D,2216,154.424,1
D,2215,154.248,1
D,2214,154.072,1
D,2213,153.984,1
D,2212,153.809,1
D,2211,153.721,1
D,2210,153.633,1
D,2209,153.633,1
D,2208,153.633,1
D,2207,153.457,1
D,2206,153.369,1
D,2205,153.457,1
D,2204,153.457,1
D,2203,153.281,1
D,2202,153.018,1
D,2201,152.930,1
D,2200,152.930,1
D,2199,153.018,1
D,2198,152.842,1
D,2197,152.754,1
D,2196,152.754,1
D,2195,152.666,1
D,2194,152.402,1
D,2193,152.314,1
D,2192,152.227,1
D,2191,152.139,1
D,2190,152.051,1
D,2189,152.139,1
D,2188,152.051,1
D,2187,151.875,1
D,2186,151.699,1
D,2185,151.436,1
D,2184,151.260,1
D,2183,151.084,1
D,2182,150.996,1
D,2181,150.996,1
D,2180,150.996,1
D,2179,150.996,1
D,2178,150.908,1
D,2177,150.820,1
D,2176,150.820,1
D,2175,150.645,1
D,2174,150.381,1
D,2173,150.205,1
D,2172,150.205,1
D,2171,150.117,1
D,2170,149.941,1
D,2169,149.766,1
D,2168,149.678,1
D,2167,149.678,1
D,2166,149.678,1
D,2165,149.590,1
D,2164,149.414,1
D,2163,149.414,1
D,2162,149.414,1
D,2161,149.326,1
D,2160,149.150,1
D,2159,149.063,1
D,2158,149.063,1
D,2157,149.063,1
D,2156,148.975,1
D,2155,148.975,1
D,2154,148.975,1
D,2153,148.975,1
D,2152,148.975,1
D,2151,148.799,1
D,2150,148.535,1
D,2149,148.271,1
D,2148,148.184,1
D,2147,147.920,1
D,2146,147.744,1
D,2145,147.656,1
D,2144,147.656,1
D,2143,147.568,1
D,2142,147.393,1
D,2141,147.393,1
D,2140,147.393,1
D,2139,147.393,1
D,2138,147.217,1
D,2137,147.129,1
D,2136,147.129,1
D,2135,147.129,1
D,2134,147.041,1
D,2133,146.777,1
D,2132,146.689,1
D,2131,146.777,1
D,2130,146.602,1
D,2129,146.426,1
D,2128,146.338,1
D,2127,146.338,1
D,2126,146.250,1
D,2125,146.162,1
D,2124,146.074,1
D,2123,146.074,1
D,2122,146.074,1
D,2121,145.986,1
D,2120,145.811,1
D,2119,145.723,1
D,2118,145.723,1
D,2117,145.459,1
D,2116,145.371,1
D,2115,145.371,1
D,2114,145.195,1
D,2113,145.020,1
D,2112,144.932,1
D,2111,144.932,1
D,2110,144.844,1
D,2109,144.668,1
D,2108,144.492,1
D,2107,144.492,1
D,2106,144.492,1
D,2105,144.316,1
D,2104,144.316,1
D,2103,144.316,1
D,2102,144.141,1
D,2101,144.053,1
D,2100,143.965,1
D,2099,143.877,1
D,2098,143.789,1
D,2097,143.789,1
D,2096,143.789,1
D,2095,143.877,1
D,2094,143.613,1
D,2093,143.437,1
D,2092,143.350,1
D,2091,143.437,1
D,2090,143.350,1
D,2089,143.086,1
D,2088,142.910,1
D,2087,142.910,1
D,2086,142.998,1
D,2085,142.910,1
D,2084,142.734,1
D,2083,142.734,1
D,2082,142.734,1
D,2081,142.471,1
D,2080,142.207,1
D,2079,141.855,1
D,2078,141.768,1
D,2077,141.768,1
D,2076,141.592,1
D,2075,141.592,1
D,2074,141.592,1
D,2073,141.592,1
D,2072,141.592,1
D,2071,141.416,1
D,2070,141.416,1
D,2069,141.416,1
D,2068,141.240,1
D,2067,141.064,1
D,2066,141.064,1
D,2065,140.889,1
D,2064,140.801,1
D,2063,140.713,1
D,2062,140.713,1
D,2061,140.713,1
D,2060,140.537,1
D,2059,140.361,1
D,2058,140.361,1
D,2057,140.449,1
D,2056,140.273,1
D,2055,140.098,1
D,2054,140.010,1
D,2053,140.010,1
D,2052,139.922,1
D,2051,139.746,1
D,2050,139.482,1
D,2049,139.395,1
D,2048,139.307,1
D,2047,139.307,1
D,2046,139.395,1
D,2045,139.307,1
D,2044,139.307,1
D,2043,139.131,1
D,2042,139.043,1
D,2041,139.043,1
D,2040,139.043,1
D,2039,138.955,1
D,2038,138.691,1
D,2037,138.516,1
D,2036,138.428,1
D,2035,138.340,1
D,2034,138.164,1
D,2033,138.164,1
D,2032,138.164,1
D,2031,138.164,1
D,2030,137.900,1
D,2029,137.725,1
D,2028,137.725,1
D,2027,137.637,1
D,2026,137.549,1
D,2025,137.549,1
D,2024,137.549,1
D,2023,137.549,1
D,2022,137.373,1
D,2021,137.197,1
D,2020,137.109,1
D,2019,137.109,1
D,2018,137.109,1
D,2017,136.934,1
D,2016,136.758,1
D,2015,136.670,1
D,2014,136.670,1
D,2013,136.494,1
D,2012,136.318,1
D,2011,136.230,1
D,2010,136.230,1
D,2009,136.230,1
D,2008,136.055,1
D,2007,135.879,1
D,2006,135.879,1
D,2005,135.879,1
D,2004,135.615,1
D,2003,135.439,1
D,2002,135.352,1
D,2001,135.352,1
D,2000,135.264,1
D,1999,135.088,1
D,1998,135.088,1
D,1997,135.088,1
D,1996,134.912,1
D,1995,134.736,1
D,1994,134.648,1
D,1993,134.648,1
D,1992,134.648,1
D,1991,134.648,1
D,1990,134.473,1
D,1989,134.297,1
D,1988,134.121,1
D,1987,133.857,1
D,1986,133.770,1
D,1985,133.770,1
D,1984,133.682,1
D,1983,133.506,1
D,1982,133.506,1
D,1981,133.506,1
D,1980,133.506,1
D,1979,133.330,1
D,1978,133.242,1
D,1977,133.242,1
D,1976,133.242,1
D,1975,133.242,1
D,1974,133.154,1
D,1973,132.803,1
D,1972,132.715,1
D,1971,132.539,1
D,1970,132.451,1
D,1969,132.451,1
D,1968,132.363,1
D,1967,132.187,1
D,1966,132.012,1
D,1965,131.924,1
D,1964,131.924,1
D,1963,131.836,1
D,1962,131.660,1
D,1961,131.484,1
D,1960,131.484,1
D,1959,131.484,1
D,1958,131.484,1
D,1957,131.484,1
D,1956,131.396,1
D,1955,131.045,1
D,1954,130.869,1
D,1953,130.781,1
D,1952,130.693,1
D,1951,130.605,1
D,1950,130.518,1
D,1949,130.605,1
D,1948,130.605,1
D,1947,130.430,1
D,1946,130.166,1
D,1945,130.078,1
D,1944,130.166,1
D,1943,130.078,1
D,1942,130.078,1
D,1941,130.078,1
D,1940,129.814,1
D,1939,129.551,1
D,1938,129.287,1
D,1937,129.199,1
D,1936,129.199,1
D,1935,129.111,1
D,1934,129.023,1
D,1933,129.023,1
D,1932,129.023,1
D,1931,128.936,1
D,1930,128.760,1
D,1929,128.672,1
D,1928,128.584,1
D,1927,128.584,1
