pulse_us,angle_deg,valid
1943,128.584,1
1944,128.760,1
1945,129.023,1
1946,129.111,1
1947,129.023,1
1948,129.111,1
1949,129.287,1
1950,129.551,1
1951,129.727,1
1952,129.727,1
1953,129.814,1
1954,129.990,1
1955,130.166,1
1956,130.166,1
1957,130.166,1
1958,130.166,1
1959,130.166,1
1960,130.166,1
1961,130.166,1
1962,130.430,1
1963,130.693,1
1964,130.869,1
1965,130.781,1
1966,130.781,1
1967,130.781,1
1968,130.869,1
1969,131.221,1
1970,131.396,1
1971,131.484,1
1972,131.484,1
1973,131.484,1
1974,131.660,1
1975,131.748,1
1976,131.836,1
1977,132.012,1
1978,132.100,1
1979,132.100,1
1980,132.100,1
1981,132.275,1
1982,132.451,1
1983,132.539,1
1984,132.539,1
1985,132.539,1
1986,132.715,1
1987,132.979,1
1988,133.242,1
1989,133.418,1
1990,133.506,1
1991,133.506,1
1992,133.506,1
1993,133.418,1
1994,133.418,1
1995,133.418,1
1996,133.418,1
1997,133.418,1
1998,133.506,1
1999,133.770,1
2000,134.209,1
2001,134.297,1
2002,134.209,1
2003,134.297,1
2004,134.385,1
2005,134.385,1
2006,134.473,1
2007,134.648,1
2008,134.912,1
2009,135.000,1
2010,135.088,1
2011,135.088,1
2012,135.176,1
2013,135.176,1
2014,135.176,1
2015,135.352,1
2016,135.703,1
2017,135.879,1
2018,135.791,1
2019,135.967,1
2020,136.143,1
2021,136.318,1
2022,136.406,1
2023,136.494,1
2024,136.494,1
2025,136.582,1
2026,136.494,1
2027,136.494,1
2028,136.494,1
2029,136.758,1
2030,137.021,1
2031,137.109,1
2032,137.109,1
2033,137.109,1
2034,137.285,1
2035,137.373,1
2036,137.373,1
2037,137.373,1
2038,137.461,1
2039,137.637,1
2040,137.725,1
2041,137.813,1
2042,137.988,1
2043,137.988,1
2044,137.988,1
2045,138.164,1
2046,138.340,1
2047,138.428,1
2048,138.428,1
2049,138.428,1
2050,138.428,1
2051,138.428,1
2052,138.691,1
2053,138.955,1
2054,139.131,1
2055,139.131,1
2056,139.131,1
2057,139.131,1
2058,139.307,1
2059,139.395,1
2060,139.395,1
2061,139.395,1
2062,139.482,1
2063,139.658,1
2064,139.834,1
2065,139.834,1
2066,139.922,1
2067,140.186,1
2068,140.273,1
2069,140.273,1
2070,140.273,1
2071,140.273,1
2072,140.273,1
2073,140.273,1
2074,140.537,1
2075,140.713,1
2076,140.713,1
2077,140.713,1
2078,140.801,1
2079,141.064,1
2080,141.328,1
2081,141.416,1
2082,141.504,1
2083,141.592,1
2084,141.592,1
2085,141.592,1
2086,141.592,1
2087,141.592,1
2088,141.592,1
2089,141.592,1
2090,141.504,1
2091,141.504,1
2092,141.680,1
2093,141.943,1
2094,142.031,1
2095,142.119,1
2096,142.383,1
2097,142.646,1
2098,142.822,1
2099,142.910,1
2100,143.086,1
2101,143.262,1
2102,143.350,1
2103,143.350,1
2104,143.437,1
2105,143.613,1
2106,143.613,1
2107,143.613,1
2108,143.613,1
2109,143.613,1
2110,143.613,1
2111,143.613,1
2112,143.789,1
2113,144.053,1
2114,144.316,1
2115,144.316,1
2116,144.316,1
2117,144.316,1
2118,144.316,1
2119,144.492,1
2120,144.492,1
2121,144.492,1
2122,144.492,1
2123,144.580,1
2124,144.844,1
2125,145.107,1
2126,145.195,1
2127,145.195,1
2128,145.195,1
2129,145.283,1
2130,145.547,1
2131,145.811,1
2132,145.811,1
2133,145.898,1
2134,146.074,1
2135,146.074,1
2136,146.074,1
2137,146.074,1
2138,146.250,1
2139,146.426,1
2140,146.338,1
2141,146.338,1
2142,146.426,1
2143,146.602,1
2144,146.777,1
2145,146.777,1
2146,146.777,1
2147,146.953,1
2148,147.041,1
2149,146.953,1
2150,147.041,1
2151,147.305,1
2152,147.480,1
2153,147.480,1
2154,147.480,1
2155,147.744,1
2156,148.184,1
2157,148.359,1
2158,148.359,1
2159,148.359,1
2160,148.359,1
2161,148.359,1
2162,148.359,1
2163,148.359,1
2164,148.271,1
2165,148.447,1
2166,148.711,1
2167,148.799,1
2168,148.799,1
2169,148.799,1
2170,148.799,1
2171,148.711,1
2172,148.799,1
2173,148.975,1
2174,149.238,1
2175,149.590,1
2176,149.678,1
2177,149.678,1
2178,149.678,1
2179,149.678,1
2180,149.854,1
2181,149.941,1
2182,149.854,1
2183,149.854,1
2184,149.854,1
2185,150.117,1
2186,150.381,1
2187,150.557,1
2188,150.557,1
2189,150.645,1
2190,150.820,1
2191,150.996,1
2192,150.996,1
2193,151.260,1
2194,151.348,1
2195,151.348,1
2196,151.260,1
2197,151.348,1
2198,151.611,1
2199,151.699,1
2200,151.699,1
2201,151.699,1
2202,151.787,1
2203,152.051,1
2204,152.139,1
2205,152.139,1
2206,152.314,1
2207,152.402,1
2208,152.402,1
2209,152.402,1
2210,152.666,1
2211,152.842,1
2212,152.842,1
2213,152.842,1
2214,153.018,1
2215,153.281,1
2216,153.281,1
2217,153.281,1
2218,153.281,1
2219,153.281,1
2220,153.281,1
2221,153.281,1
2222,153.457,1
2223,153.721,1
2224,153.809,1
2225,153.896,1
2226,154.072,1
2227,154.336,1
2228,154.424,1
2229,154.336,1
2230,154.336,1
2231,154.512,1
2232,154.775,1
2233,154.863,1
2234,154.775,1
2235,154.863,1
2236,155.039,1
2237,155.039,1
2238,155.039,1
2239,155.039,1
2240,155.215,1
2241,155.566,1
2242,155.654,1
2243,155.830,1
2244,155.918,1
2245,155.918,1
2246,155.918,1
2247,155.918,1
2248,156.006,1
2249,156.182,1
2250,156.357,1
2251,156.533,1
2252,156.797,1
2253,156.973,1
2254,157.061,1
2255,157.061,1
2256,157.061,1
2257,157.061,1
2258,157.236,1
2259,157.412,1
2260,157.500,1
2261,157.500,1
2262,157.500,1
2263,157.500,1
2264,157.676,1
2265,157.764,1
2266,157.939,1
2267,158.027,1
2268,157.939,1
2269,157.939,1
2270,157.939,1
2271,157.939,1
2272,158.291,1
2273,158.643,1
2274,158.730,1
2275,158.643,1
2276,158.643,1
2277,158.730,1
2278,158.994,1
2279,159.258,1
2280,159.346,1
2281,159.346,1
2282,159.346,1
2283,159.346,1
2284,159.346,1
2285,159.521,1
2286,159.785,1
2287,159.873,1
2288,159.873,1
2289,159.961,1
2290,160.049,1
2291,160.137,1
2292,160.225,1
2293,160.225,1
2294,160.400,1
2295,160.400,1
2296,160.400,1
2297,160.664,1
2298,160.752,1
2299,160.840,1
2300,160.840,1
2301,161.016,1
2302,161.191,1
2303,161.279,1
2304,161.367,1
2305,161.543,1
2306,161.807,1
2307,161.895,1
2308,161.982,1
2309,161.982,1
2310,161.982,1
2311,162.246,1
2312,162.334,1
2313,162.334,1
2314,162.246,1
2315,162.246,1
2316,162.422,1
2317,162.686,1
2318,162.949,1
2319,163.213,1
2320,163.301,1
2321,163.301,1
2322,163.389,1
2323,163.301,1
2324,163.389,1
2325,163.389,1
2326,163.389,1
2327,163.389,1
2328,163.389,1
2329,163.477,1
2330,163.740,1
2331,163.828,1
2332,164.092,1
2333,164.355,1
2334,164.443,1
2335,164.531,1
2336,164.531,1
2337,164.531,1
2338,164.531,1
2339,164.531,1
2340,164.883,1
2341,165.059,1
2342,164.971,1
2343,164.971,1
2344,164.971,1
2345,165.146,1
2346,165.322,1
2347,165.410,1
2348,165.410,1
2349,165.498,1
2350,165.674,1
2351,165.762,1
2352,165.938,1
2353,166.201,1
2354,166.289,1
2355,166.289,1
2356,166.289,1
2357,166.465,1
2358,166.729,1
2359,166.816,1
2360,166.904,1
2361,166.992,1
2362,166.992,1
2363,166.992,1
2364,166.992,1
2365,167.256,1
2366,167.344,1
2367,167.432,1
2368,167.432,1
2369,167.432,1
2370,167.607,1
2371,167.783,1
2372,167.871,1
2373,167.871,1
2374,167.871,1
2375,167.871,1
2376,167.871,1
2377,168.135,1
2378,168.398,1
2379,168.486,1
2380,168.398,1
2381,168.398,1
2382,168.486,1
2383,168.838,1
2384,169.102,1
2385,169.189,1
2386,169.365,1
2387,169.453,1
2388,169.541,1
2389,169.541,1
2390,169.541,1
2391,169.541,1
2392,169.541,1
2393,169.541,1
2394,169.541,1
2395,169.717,1
2396,169.893,1
2397,170.068,1
2398,170.068,1
2399,170.244,1
2400,170.420,1
2401,170.420,1
2402,170.420,1
2403,170.420,1
2404,170.420,1
2405,170.508,1
2406,170.771,1
2407,171.123,1
2408,171.299,1
2409,171.387,1
2410,171.387,1
2411,171.475,1
2412,171.475,1
2413,171.475,1
2414,171.475,1
2415,171.650,1
2416,171.826,1
2417,172.002,1
2418,172.266,1
2419,172.266,1
2420,172.354,1
2421,172.617,1
2422,172.705,1
2423,172.705,1
2424,172.705,1
2425,172.617,1
2426,172.617,1
2427,172.705,1
2428,172.617,1
2429,172.881,1
2430,173.232,1
2431,173.408,1
2432,173.496,1
2433,173.496,1
2434,173.496,1
2435,173.672,1
2436,174.023,1
2437,174.023,1
2438,174.023,1
2439,174.287,1
2440,174.287,1
2441,174.199,1
2442,174.199,1
2443,174.375,1
2444,174.639,1
2445,174.727,1
2446,174.727,1
2447,174.639,1
2448,174.727,1
2449,174.727,1
2450,174.727,1
2451,174.727,1
2452,174.990,1
2453,175.166,1
2454,175.342,1
2455,175.518,1
2456,175.605,1
2457,175.605,1
2458,175.605,1
2459,175.869,1
2460,176.221,1
2461,176.396,1
2462,176.484,1
2463,176.572,1
2464,176.484,1
2465,176.484,1
2466,176.572,1
2467,176.836,1
2468,176.924,1
2469,177.012,1
2470,177.187,1
2471,177.451,1
2472,177.539,1
2473,177.451,1
2474,177.451,1
2475,177.451,1
2476,177.451,1
2477,177.451,1
2478,177.451,1
2479,177.451,1
2480,177.539,1
2481,177.891,1
2482,178.154,1
2483,178.154,1
2484,178.154,1
2485,178.154,1
2486,178.154,1
2487,178.154,1
2488,178.154,1
2489,178.154,1
2490,178.330,1
2491,178.682,1
2492,178.945,1
2493,179.033,1
2494,179.121,1
2495,179.297,1
2496,179.385,1
2497,179.473,1
2498,179.648,1
2499,179.736,1
2500,179.736,1
2501,179.648,1
2502,179.648,1
2503,179.824,1
2504,180.088,1
2505,180.176,1
2506,180.176,1
2507,180.264,1
2508,180.527,1
2509,180.615,1
2510,180.791,1
2511,181.055,1
2512,181.055,1
2513,180.967,1
2514,180.967,1
2515,181.055,1
2516,181.318,1
2517,181.494,1
2518,181.670,1
2519,181.670,1
2520,181.670,1
2521,181.670,1
2522,181.670,1
2523,181.846,1
2524,182.109,1
2525,182.109,1
2526,182.109,1
2527,182.109,1
2528,182.109,1
2529,182.109,1
2530,182.461,1
2531,182.725,1
2532,183.164,1
2533,183.516,1
2534,183.604,1
2535,183.516,1
2536,183.516,1
2537,183.516,1
2538,183.516,1
2539,183.516,1
2540,183.516,1
2541,183.516,1
2542,183.604,1
2543,183.955,1
2544,184.043,1
2545,183.955,1
2546,183.955,1
2547,183.955,1
2548,183.955,1
2549,184.219,1
2550,184.482,1
2551,184.834,1
2552,185.010,1
2553,184.922,1
2554,184.922,1
2555,185.098,1
2556,185.273,1
2557,185.361,1
2558,185.361,1
2559,185.449,1
2560,185.625,1
2561,185.713,1
2562,185.801,1
2563,185.977,1
2564,186.064,1
2565,186.152,1
2566,186.328,1
2567,186.592,1
2568,186.592,1
2569,186.504,1
2570,186.504,1
2571,186.504,1
2572,186.504,1
2573,186.592,1
2574,186.855,1
2575,186.943,1
2576,187.119,1
2577,187.207,1
2578,187.207,1
2579,187.207,1
2580,187.207,1
2581,187.383,1
2582,187.559,1
2583,187.734,1
2584,187.998,1
2585,188.174,1
2586,188.174,1
2587,188.086,1
2588,188.086,1
2589,188.262,1
2590,188.437,1
2591,188.525,1
2592,188.525,1
2593,188.613,1
2594,188.789,1
2595,188.877,1
2596,188.965,1
2597,188.965,1
2598,188.965,1
2599,189.053,1
2600,189.316,1
2601,189.580,1
2602,189.932,1
2603,190.107,1
2604,190.195,1
2605,190.107,1
2606,190.195,1
2607,190.371,1
2608,190.283,1
2609,190.283,1
2610,190.459,1
2611,190.547,1
2612,190.547,1
2613,190.547,1
2614,190.635,1
2615,190.547,1
2616,190.547,1
2617,190.547,1
2618,190.723,1
2619,191.162,1
2620,191.338,1
2621,191.426,1
2622,191.514,1
2623,191.514,1
2624,191.426,1
2625,191.426,1
2626,191.426,1
2627,191.602,1
2628,191.953,1
2629,192.393,1
2630,192.744,1
2631,193.096,1
2632,193.096,1
2633,193.096,1
2634,193.096,1
2635,193.096,1
2636,193.184,1
2637,193.184,1
2638,193.271,1
2639,193.271,1
2640,193.359,1
2641,193.359,1
2642,193.359,1
2643,193.359,1
2644,193.359,1
2645,193.359,1
2646,193.359,1
2647,193.359,1
2648,193.359,1
2649,193.359,1
2650,193.359,1
